X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,log_area,temp_RH_ratio,drought_index,wind_ISI_impact,high_temp_risk,is_summer,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_fri,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed
6,4,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,0.2066666666666667,124.5,22.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,4,91.0,129.5,692.6,7.0,18.3,40,2.7,0.0,0.0,0.44634146341463415,822.1,18.900000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5,4,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,0.0,0.4897435897435898,802.8,24.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7,4,94.3,96.3,200.0,56.1,21.0,44,4.5,0.0,0.0,0.4666666666666667,296.3,252.45000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,4,90.2,110.9,537.4,6.2,19.5,43,5.8,0.0,0.0,0.4431818181818182,648.3,35.96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,93.5,139.4,594.2,20.3,23.7,32,5.8,0.0,0.0,0.7181818181818181,733.6,117.74,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0.0,0.26721311475409837,743.8,57.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,0.0,0.5428571428571428,785.9,70.75999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7,4,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,0.0,0.39591836734693875,813.0,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0,1.208,866.8,21.87,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,0.5700000000000001,877.9000000000001,29.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,3,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,1.016,777.4,57.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6,3,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,0.14177215189873416,801.6999999999999,53.959999999999994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6,3,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,0.0,0.5421052631578948,776.5,10.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6,3,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,0.4425,793.9,28.08,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,3,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,0.6424242424242425,802.8,24.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6,3,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,0.28888888888888886,810.9000000000001,28.349999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6,3,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,0.868,704.5,30.150000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,0.18524590163934426,724.1,46.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7,3,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,0.6357142857142858,730.6,26.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,4,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,0.32045454545454544,93.3,10.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4,4,79.5,60.6,366.7,1.5,23.3,37,3.1,0.0,0.0,0.6131578947368421,427.3,4.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,0.42790697674418604,721.1,59.63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,94.8,108.3,647.1,17.0,16.6,54,5.4,0.0,0.0,0.3018181818181818,755.4,91.80000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,0.4,786.6,19.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4,4,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,0.17200000000000001,818.6,30.380000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,6,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,1.036,777.4,63.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,6,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,0.20704225352112676,813.0,25.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6,6,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,0.6216216216216216,505.2,34.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,4,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,0.3277777777777778,88.6,7.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,4,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,0.23404255319148937,156.0,29.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,1.1555555555555557,843.4,11.959999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,0.6142857142857143,730.8000000000001,13.860000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,0.47441860465116276,765.3000000000001,47.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,0.47441860465116276,765.3000000000001,47.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,0.3826086956521739,775.5999999999999,22.68,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,1.1079999999999999,843.4,20.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0.0,0.0,0.278125,810.9000000000001,30.87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,0.2705882352941177,738.3,23.760000000000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,2,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,0.33902439024390246,43.3,11.340000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0,0.23653846153846156,56.2,4.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,0.2875,153.5,55.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,2,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,0.0,0.09166666666666666,153.5,60.48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,2,93.0,75.3,466.6,7.7,18.8,35,4.9,0.0,0.0,0.5222222222222223,541.9,37.730000000000004,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,0.611764705882353,730.8000000000001,17.01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,0.721875,742.0,17.98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0,0.4133333333333334,775.5999999999999,28.349999999999998,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,0.6052631578947368,785.9,54.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,2,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0,0.5764705882352942,785.9,65.88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2,2,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0,0.5764705882352942,785.9,76.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,5,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0,0.637037037037037,110.8,40.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,0.5642857142857143,146.1,95.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0,0.46578947368421053,777.4,57.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5,4,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,0.6,110.8,56.699999999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,4,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,0.3931818181818182,761.8,40.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,0.8903225806451613,855.0999999999999,18.07,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9,9,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0,0.08375,33.4,23.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,9,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0,0.3568181818181818,56.2,16.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0,0.1136986301369863,156.0,15.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0,0.21940298507462686,637.8,33.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,1.08,682.8000000000001,46.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0,0.4875,743.8,66.78,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,0.39777777777777773,730.8000000000001,13.860000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0,0.3576923076923077,755.4,76.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,0.3458333333333334,765.3000000000001,8.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,0.43913043478260866,775.5999999999999,22.68,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,1.34375,843.4,8.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,0.9071428571428571,843.4,20.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0,0.64,843.4,20.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0,0.6837837837837838,877.9000000000001,29.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,5,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,0.6692307692307692,116.6,38.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,5,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0,0.245,721.1,51.62,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,0.696,116.6,42.120000000000005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8,6,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0,0.6303030303030304,573.3,92.61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,0.41363636363636364,743.8,51.940000000000005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,1.017391304347826,742.0,15.66,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,4,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,0.27384615384615385,794.4,6.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,4,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,0.25918367346938775,38.2,4.680000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0,0.696,17.9,3.78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0,0.1318181818181818,743.8,47.699999999999996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,0.495,743.8,57.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,0.495,743.8,57.24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,0.21492537313432836,761.8,48.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0,0.49024390243902444,755.4,68.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,0.8033333333333333,795.5,38.699999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,4,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0,0.0670886075949367,13.0,8.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0,0.23962264150943394,76.8,17.639999999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,0.6066666666666667,105.0,23.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4,5,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,0.6294117647058823,730.8000000000001,19.53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,0.44130434782608696,786.6,22.009999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4,5,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,0.3052631578947368,801.6999999999999,38.34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,0.31136363636363634,76.8,16.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,4,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,0.9894736842105264,110.8,40.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,4,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,0.5700000000000001,794.4,17.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,4,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,0.5249999999999999,802.8,24.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,4,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,0.5642857142857143,93.3,28.88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,5,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,0.5535714285714286,93.3,23.939999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,4,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,0.3741935483870968,116.6,49.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,4,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,0.5428571428571428,116.6,38.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,4,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,0.3419354838709677,126.3,24.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,4,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,0.5297297297297298,541.9,23.87,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,0.13733333333333334,753.6,23.54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,0.38863636363636367,753.6,57.78,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,0.5232558139534884,804.8000000000001,45.900000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,0.38913043478260867,745.3,9.920000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,4,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,0.38823529411764707,777.4,85.86000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,0.8240000000000001,738.3,47.52000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,5,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,0.18,156.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,0.3909090909090909,877.9000000000001,25.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,5,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,0.3382978723404255,711.6999999999999,18.720000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,0.4277777777777778,738.3,7.920000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,6,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,0.375609756097561,108.7,2.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,6,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0,0.35,88.6,12.709999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,0.225531914893617,153.5,47.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,0.4093023255813954,766.1,55.489999999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,0.3820512820512821,93.3,10.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0,0.33207547169811324,733.6,117.74,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,6,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,0.29152542372881357,804.8000000000001,11.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,6,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,0.23283582089552238,813.0,21.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9,9,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,0.3074846997479606,0.4186046511627907,361.7,10.530000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
